start_time,end_time,wav_file,emotion,val,act,dom,text
35.2,39.8027,Ses02F_impro05_F003,sur,2.5,3.5,3,How do you lose a suitcase?  A huge suitcase?
52.65,54.11,Ses02F_impro05_F004,neu,3,2.5,2.5,How much?
59.06,74.78,Ses02F_impro05_F005,sur,1.5,4,4,"Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together."
82.29,90.68,Ses02F_impro05_F006,ang,2,4.5,4,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?"
95.42,101.5979,Ses02F_impro05_F007,fru,2.5,4,4,"Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere?"
109.53,115.69,Ses02F_impro05_F008,xxx,1.5,4,3,"I need my stuff.  It's--I need my stuff.  I mean, uh..."
115.72,120.15,Ses02F_impro05_F009,xxx,1.5,4,2.5,Haven't you ever lost baggage?  I mean isn't there anything else you do?
121.61,124.57,Ses02F_impro05_F010,ang,2,4,3.5,"Because you don't seem to care very much, you know."
130.42,132.35,Ses02F_impro05_F011,fru,2.5,3,3,I didn't sign anything.
138.64,148.6,Ses02F_impro05_F012,xxx,1.5,4.5,4,"I didn't agree.   I paid the airline to take care of things for me.  When you pay for something, there should be some sort of guarantee that it's gonna come through."
163.63,176.7571,Ses02F_impro05_F013,fru,2,3.5,3.5," Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?"
179.54,182.65,Ses02F_impro05_F014,fru,1.5,3.5,3,But fifty dollars isn't going to get me anything.
189.56,192.51,Ses02F_impro05_F015,fru,2,2.5,3.5,Isn't there anything else you can do?
194.0678,206.9469,Ses02F_impro05_F016,fru,1.5,3.5,3.5,"I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?"
217.09,224.4595,Ses02F_impro05_F017,fru,2,3.5,3.5,"Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how--"
225.49,227.94,Ses02F_impro05_F018,fru,2,2.5,4,There needs to be better security here.
241.32,247.38,Ses02F_impro05_F019,ang,2,3.5,4,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.
265.71,268.34,Ses02F_impro05_F020,fru,2.5,2.5,3,"Well, can I at least have my fifty dollars, please?"
270.81,271.98,Ses02F_impro05_F021,xxx,2.5,2,2,Thank you.
274.01,276.5639,Ses02F_impro05_F022,fru,2.5,3,3,Thank you very much.
8.3,12.93,Ses02F_impro05_M000,neu,3,2.5,2,"Um, okay, it didn't--didn't come out on the carrousel--"
18.77,27.35,Ses02F_impro05_M001,neu,3,2.5,2.5,"Okay.  Um, well, unfortunately yeah there was a some- some problems with the--"
29.42,35.95,Ses02F_impro05_M002,neu,3,2.5,2,"Uh, well some-some of the bags were--were lost on the way over here. uh-"
39.82,47.17,Ses02F_impro05_M003,neu,3,2.5,2.5,"You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen."
47.18,54.43,Ses02F_impro05_M004,neu,3.5,2.5,2.5,"Uh, But, we are willing to reimburse you for the bag and and for the contents--"
54.52,58.9138,Ses02F_impro05_M005,neu,3,2.5,1.5,"Um, we'd be willing to give you uh fifty dollars for--"
74.43,84.45,Ses02F_impro05_M006,neu,3,2.5,2.5,"Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do."
90.77,97.63,Ses02F_impro05_M007,neu,2.5,3,2.5,"I think, um, maybe you can file a claim if you want and turn it in to our main office--"
101.6919,109.68,Ses02F_impro05_M008,neu,2.5,2.5,2.5,"Right.  No.  I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--"
118.1619,122.1723,Ses02F_impro05_M009,neu,2.5,3,2,"Yes, I know. I know-. It's It's frustrating.  Unfortunately though-- um"
124.06,131.2021,Ses02F_impro05_M010,neu,2.5,2.5,3,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--"
132.543,140.2,Ses02F_impro05_M011,neu,2.5,3,2.5,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--"
147.74,164.39,Ses02F_impro05_M012,neu,2.5,3,3.5,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?"
176.48,180.5,Ses02F_impro05_M013,neu,2.5,2,2.5,"Well, there are-there are some shops here in- in the airport--"
182.6,189.65,Ses02F_impro05_M014,neu,2.5,3,3,"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you"
189.66,191.54,Ses02F_impro05_M015,neu,2.5,2.5,1.5,probably even talk to--
205.22,217.07,Ses02F_impro05_M016,neu,2.5,3.5,3.5,"Right, that--that gets taken care of-- That gets taken care of.  We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh"
217.08,220.45,Ses02F_impro05_M017,neu,2.5,3,3,but Unfortunately sometimes is--
224.51,226.28,Ses02F_impro05_M018,neu,2.5,3,3,"Well, that's--that's what I'm saying--"
227.81,242.31,Ses02F_impro05_M019,neu,3,2.5,3,"Okay.  Well that that could be something that you put on on the claim--on on the complaint form if you want.  And provide us with your information while you're here and then, maybe, if it turns up, then we'll send it right over."
248.0522,265.9529,Ses02F_impro05_M020,neu,2.5,3,3.5,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person."
268.5221,274.21,Ses02F_impro05_M021,neu,2.5,2.5,2.5,"Yes, all right.  There you go, now you can file a claim over to the left--And they'll help you out."
10.31,15.4,Ses02F_impro06_F000,sad,1.6667,2,2,"Um, Johnny died yesterday."
21.15,23.86,Ses02F_impro06_F001,sad,1.3333,2,1.6667,"We knew that it was coming, but--"
25.52,32.26,Ses02F_impro06_F002,sad,1.6667,3,2.6667,"It seemed like he had a little bit longer.  Like just last week, he was doing was so well."
41.73,43.37,Ses02F_impro06_F003,sad,1.3333,1.3333,1.6667,Yeah.
52.1888,54.6,Ses02F_impro06_F004,sad,1.3333,2.6667,2,I just don't want him to be gone.
75.8818,78.68,Ses02F_impro06_F005,sad,1.6667,2,2,And his whole family was there.
82.16,88.2252,Ses02F_impro06_F006,sad,2,2.6667,2.3333,"I mean, he was like really conscious right up until the end. you know"
107.03,113.82,Ses02F_impro06_F007,sad,2,2.3333,2,"He was so young, you know.  And all the stories he used to tell me about..."
114.3099,122.5338,Ses02F_impro06_F008,sad,2,2.6667,2.3333,...the way he wanted to live and he was gonna go to Africa and he was gonna--
130.67,132.78,Ses02F_impro06_F009,sad,2.6667,3.3333,2.6667,Nobody's ever gonna forget him.
153.92,157.2495,Ses02F_impro06_F010,sad,2,1.6667,1.6667,He did a lot.  But--
172.77,174.93,Ses02F_impro06_F011,sad,1.3333,3.3333,2,I'm gonna forget him.
176.03,179.129,Ses02F_impro06_F012,sad,1.3333,3.3333,2.3333,I won't be able to hear his voice or his--
185.34,191.3555,Ses02F_impro06_F013,sad,2,3,1.6667,You start to lose like that image after a while.
218.2176,219.4604,Ses02F_impro06_F014,sad,2.3333,1.6667,2,Thanks.
5.7967,8.0783,Ses02F_impro06_M000,neu,3,2.3333,1.6667,"Hey, a what's up?"
15.7633,20.64,Ses02F_impro06_M001,neu,2,2,1.6667,"Wow, that's horrible."
20.77,23.33,Ses02F_impro06_M002,neu,2,2.3333,2.3333,I'm sorry to hear about that.
24.56,25.89,Ses02F_impro06_M003,neu,2.3333,2.3333,1.6667,Yeah.
33.11,40.3,Ses02F_impro06_M004,neu,2.3333,2.3333,2.3333,"I mean, you know, at least he's not in anymore pain now, right?"
43.34,50.1,Ses02F_impro06_M005,neu,2.6667,2,2.6667,"It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that."
55.58,57.9644,Ses02F_impro06_M006,neu,3,2,2.6667,It's okay.
59.12,68.5,Ses02F_impro06_M007,neu,3,2,2.3333,"'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on."
70.82,76.17,Ses02F_impro06_M008,neu,2.6667,1.6667,2,I mean--I don't know.
88.4296,99.1347,Ses02F_impro06_M009,neu,2.6667,2,2.6667,"Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than..."
100.7536,107.0617,Ses02F_impro06_M010,neu,2.6667,3,2.3333,".than you know, in pain and like this gradual, this horrible process.  I mean--"
122.2578,130.86,Ses02F_impro06_M011,neu,3.3333,2.3333,2.6667,"But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--"
132.59,138.25,Ses02F_impro06_M012,neu,3,2.3333,2.6667,"Yeah, exactly.  He's made a big impact on a lot of people. and"
138.68,153.21,Ses02F_impro06_M013,neu,2.6667,3,3,"And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean--"
158.59,160.82,Ses02F_impro06_M014,neu,1.6667,2,2,"I know.  It doesn't bring him back, but--"
164.25,172.35,Ses02F_impro06_M015,neu,2.6667,2,2.3333,"But It's okay because now, you know, you'll just go on with your life and--"
175.43,177.5861,Ses02F_impro06_M016,neu,3,3,3,"No, you'll never forget him."
179.23,187.37,Ses02F_impro06_M017,neu,2.6667,2,2.6667,I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside--
196.5253,210.6666,Ses02F_impro06_M018,neu,2.6667,2.3333,2.6667,"That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so ."
212.8076,217.7894,Ses02F_impro06_M019,neu,2.3333,2.3333,2.6667,"It's hard to lose someone that way, but he's he's better--he's better off now."
9.1738,13.9432,Ses02F_impro07_F000,xxx,4,3.5,4.5,"It's going really well.  Um, I received something in the mail today."
17.275,19.55,Ses02F_impro07_F001,exc,5,4,4,I got into U.S.C.
20.46,22.93,Ses02F_impro07_F002,exc,4.5,4,4.5,"Yeah, I'm so excited.  So I'm gonna say--"
22.94,28.74,Ses02F_impro07_F003,exc,4,4,4.5,"Yeah, I think, I mean because where else would I gonna go?  Like the other places that I applied to I really didn't like that much anyway."
28.75,29.95,Ses02F_impro07_F004,exc,4,3.5,3,So--
29.97,31.0789,Ses02F_impro07_F005,exc,4,3.5,3,"Yeah, I know."
31.0983,33,Ses02F_impro07_F006,exc,5,4,3.5,Absolutely. I'm so excited.
34.45,40.6076,Ses02F_impro07_F007,exc,4.5,4,4,"I know.  I know. And we'll all get to hang out.  And I'm--even though we'll be at like at different parts of the city, we can still, like..."
40.63,48.35,Ses02F_impro07_F008,exc,4.5,4,4.5,"...hang out and, like, have our different lives--And meet each other's friends and stuff.  So, I'm just so glad 'cause they have such a good school"
48.37,52.63,Ses02F_impro07_F009,exc,4,4.5,4.5,"and like-- The football team--And like all the-...you- what I mean, like..."
52.63,57.8,Ses02F_impro07_F010,exc,3.5,4,4.5,"You can walk somewhere and be anywhere in the country and be like, oh, yeah, I am at U.S.C."
57.81,65.93,Ses02F_impro07_F011,exc,4,4,4.5,"And you know what, you know what I mean, like it's recognizable rather than just being like I went some random school. It's like people really know what you..."
65.94,71.19,Ses02F_impro07_F012,exc,4,3,4,"...like, they feel like--I feel like it's going to be so like accomplished.  Do you know what I mean?"
71.2,74.5,Ses02F_impro07_F013,exc,4,3.5,3.5,Like it has some prestige. so
77.31,83.57,Ses02F_impro07_F014,exc,3,3.5,4,"Yeah, I mean there's all the money stuff and my mom's helping me with the financial aid and stuff.  But, it'll be fine--"
83.58,87.53,Ses02F_impro07_F015,exc,4,3.5,4.5,"Like, now that I'm accepted, it's just, like, such a huge load off my mind."
87.54,89.98,Ses02F_impro07_F016,exc,3.5,3,4,I don't mind worrying about all the paperwork.  You know--
90,96.9445,Ses02F_impro07_F017,exc,3.5,3,4,"Because, I don't have to like make that decision anymore.  I don't have to try and decide, like, what the bad school I'm going to go to is. you know"
100.0166,111.3549,Ses02F_impro07_F018,exc,4.5,4,4.5,"I know. I know.  I think you go and you like stay for a couple of days and you meet people and--And they'll give you like a tour--And show you everything.  Oh, man, I'm just so--I'm so excited."
111.95,121.29,Ses02F_impro07_F019,exc,4,3,4,"Yeah, oh totally.  It's a beautiful campus.  It's gonna be really nice.  Um, and everyone is friendly and like there's ivy on all the walls.  Oh, it's just so--it's so like collegiate."
121.3,123.8909,Ses02F_impro07_F020,exc,4,3.5,3.5,"You know what I mean?  Like, it's like exactly what I want."
125.8858,133.4,Ses02F_impro07_F021,exc,4,3,3.5,"Well, you know, I've thought about it but they have so many things that I might--Like try some things out first..."
133.42,144.7518,Ses02F_impro07_F022,exc,3.5,3.5,4,"...because also on the list of their, um, like G.E.'s or whatever, you have a lot of choices within every single one.  So you can, like, try things out and not just be like, oh, I have to take math, oh, I have to take this.  You know what I mean?"
144.76,146.45,Ses02F_impro07_F023,exc,4,3,2.5,"So, um, so I don't know."
146.47,148.65,Ses02F_impro07_F024,exc,4,3,3.5,I mean I'm gonna take a bunch of stuff and see.
148.67,156.3102,Ses02F_impro07_F025,exc,4,4,4,"I- They have like--they just have so many like prestigious like this school is top ten and like the departments within it, you know what I mean."
159.7568,165.88,Ses02F_impro07_F026,exc,4.5,4.5,4.5,"I know, I get to be one of those now--I'll like walk around and be like a U.S.C..  You know what I mean."
166.96,168.26,Ses02F_impro07_F027,exc,4,4,3.5,And you'll be like...
168.29,172.3,Ses02F_impro07_F028,exc,4,4,3.5,"Student. I'm a student. Yes I am, Thank you very much."
173.8219,175.6762,Ses02F_impro07_F030,exc,5,4.5,4,I know.  I'm excited.
177.15,179.84,Ses02F_impro07_F031,exc,4,3,3,"Well, that'll take a while. "
180.3892,182.3015,Ses02F_impro07_F032,exc,3.5,3.5,3,That's going to be a lot of work.
182.31,186.7475,Ses02F_impro07_F033,exc,3.5,2.5,3.5,"But, it'll be fine, I mean.  I'm so excited. It's going to be so fun."
187.1942,193.4503,Ses02F_impro07_F034,exc,3.5,3.5,3,"I know, and I mean the area's not great, but like the school makes up for it. It'll be fine. It'll be good."
195.3825,199.0482,Ses02F_impro07_F035,exc,4.5,4.5,4,I know. I know. So fun.  I can't wait.
200.2705,202.51,Ses02F_impro07_F036,exc,4,4.5,4,I will. I will. Thank you.
202.57,204.21,Ses02F_impro07_F037,exc,4,3,4,Thanks.
6.7677,9.5033,Ses02F_impro07_M000,neu,4,3.5,3.5,"So, how's it going?"
13.9746,16.8885,Ses02F_impro07_M001,exc,3.5,3,3.5,"Oh, you got what?  Where?"
19.04,20.87,Ses02F_impro07_M002,exc,5,3.5,4,"Oh, no way."
21.85,23.51,Ses02F_impro07_M003,exc,3,3.5,3,Are you gonna go? you gonna-
28.17,29.59,Ses02F_impro07_M004,exc,4,3,3.5,"Wow, that's..."
29.61,35.0773,Ses02F_impro07_M005,exc,5,4,4.5,"...that's first choice, huh? That's so awesome and now look you're gonna be--you're gonna be here. you know"
40.69,43.58,Ses02F_impro07_M006,exc,3.5,3,3.5,"Yeah, no, definitely--It's gonna.."
44.6,45.82,Ses02F_impro07_M007,exc,3.5,3,3,Yeah.
50.09,51.41,Ses02F_impro07_M008,exc,4,3,4,Yeah
51.47,52.61,Ses02F_impro07_M009,exc,3.5,2.5,3,Fight on.
63.143,64.9973,Ses02F_impro07_M011,exc,4,2.5,3,Wow. That's cool.
71.3699,74.5199,Ses02F_impro07_M012,xxx,4,3,3.5,Yeah. Hey. Prestigious school.
