,start_time,end_time,wav_file,emotion,val,act,dom,text,label
1533,289.53,296.9725,Ses01M_script02_1_M035,fru,2.5,4,2.5,We just weren't in a good spot though.,1
1534,297.08,305.09,Ses01M_script02_1_M036,fru,3,3.5,3.5,We didn't see them the year before either.,1
1535,317.78,320.0133,Ses01M_script02_1_M037,neu,3,3.5,3,We just weren't in a good spot I'm telling you this is a much better spot.,0
1537,326.882,338.75,Ses01M_script02_1_M039,neu,2.5,3.5,4,"Out there, there's like this big mass of silver fish they're heading this way...",0
1538,338.9269,347.0862,Ses01M_script02_1_M040,exc,3,2.5,3.5,"They don't know why, we don't know why.  No one like sent them an invitation or gave them a map or direction...",5
1539,347.115,355.96,Ses01M_script02_1_M041,exc,3,3.5,4,They just all turned at once and they just form this line as long as the California coast.  And they just started swimming...,5
1540,356.01,367.214,Ses01M_script02_1_M042,exc,3,4,4,Like some little time release fire cracker went off inside their little tiny bodies.  And they all turned as one...,5
1541,367.32,375.7175,Ses01M_script02_1_M043,exc,3.5,3.5,4.5,"And form the line and started swimming, swimming that would bring them to this point here...",5
1542,375.8875,383.54,Ses01M_script02_1_M044,exc,3,4,4,It's like urgency that's pure urge you know.  It's single-mindedness with no mind.,5
1543,383.78,391.47,Ses01M_script02_1_M045,exc,3.5,3.5,4,"It's crazy.  Look at this, I'm giving myself goose bumps, the hairs are standing up on my arm.",5
1544,393.63,401.8275,Ses01M_script02_1_M046,exc,4.5,4.5,4,That's the wind.,5
1545,21.0588,23.3952,Ses01M_script02_2_F000,neu,4,2,2.5,They're out there swimming right now...,0
1547,31.34,34.32,Ses01M_script02_2_F002,fru,2.5,3,2.5,"Look at this, my hairs are standing up my arm. I'm giving myself goose bumps.",1
1548,40.72,43.2,Ses01M_script02_2_F003,fru,2,3.5,3,That's the wind.,1
1550,51.57,53.81,Ses01M_script02_2_F005,fru,2.5,2.5,2.5,About what?,1
1551,53.86,60.2968,Ses01M_script02_2_F006,fru,2.5,3,2.5,About what I was saying.,1
1552,60.36,65.64,Ses01M_script02_2_F007,fru,2.5,3,2.5,I think it's ridiculous.,1
1553,65.69,68.7785,Ses01M_script02_2_F008,fru,2.5,2.5,2.5,It certainly is not.  It's like slightly exaggerated scientific fact.,1
1554,73.04,76.81,Ses01M_script02_2_F009,fru,2.5,3.5,3,It's a PR.,1
1555,84.355,91.7025,Ses01M_script02_2_F010,ang,1.5,4.5,4,Somebody sold you a bill of goods that something amazing is going to happen on the beach.,2
1556,93.13,98.07,Ses01M_script02_2_F011,ang,1.5,3.5,3,"It's not just me, okay?  Look at like all the people.",2
1557,104.1425,109.02,Ses01M_script02_2_F012,fru,2,3.5,3.5,They're all told the same thing.,1
1558,109.27,113.8,Ses01M_script02_2_F013,ang,1.5,4.5,3.5,"Everybody is believes that it keeps them excited, you know it keeps them coming back for more.",2
1559,116.13,119.38,Ses01M_script02_2_F014,ang,2,4,3.5,"Everybody keeps thinking that they can just find the right spot, you know they'll get it on the action.",2
1560,121.2775,125.9375,Ses01M_script02_2_F015,ang,2,4.5,3.5,Their life will start then.,2
1561,126.0225,137.51,Ses01M_script02_2_F016,ang,1.5,4,4,Are we talking about the same thing?,2
1562,141.9575,145.1545,Ses01M_script02_2_F017,fru,2,4,3.5,I'm sorry it still just fish to me.,1
1564,189.07,197.91,Ses01M_script02_2_F019,neu,2,2,2,"Why do you ask me that?  God damn it, I told you not to ask me that I hate it when you ask me that. It's insulting.",0
1567,222.6559,232.4642,Ses01M_script02_2_F022,sad,3,2.5,2.5,"Is not supposed to like anything.  We come down here, we look at the fish, they arrive, we go woo-ah fish.",3
1569,258.56,265.2255,Ses01M_script02_2_F024,sad,2.5,1.5,2,And then we go home and they go home.,3
1570,273.3052,275.4759,Ses01M_script02_2_F025,sad,2.5,2,2,Why not?,3
1571,276.66,278.5712,Ses01M_script02_2_F026,sad,2.5,1.5,2,"Because they never do.  Do they, have they ever?",3
1573,298.46,300.34,Ses01M_script02_2_F028,fru,2,3,2.5,Twice is every year we've tried that's ever.,1
1574,301.03,302.5,Ses01M_script02_2_F029,fru,2,3.5,2.5,"Okay we'll see them this year, this is a much better spot. Trust me.",1
1575,307.74,311.3225,Ses01M_script02_2_F030,ang,2,3.5,3,No we won't.  It's pointless it's like a waiting up to see Santa Claus.,2
1576,359.5296,364.6775,Ses01M_script02_2_F031,ang,2,3.5,3,"I feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.",2
1577,365.545,372.6025,Ses01M_script02_2_F032,ang,2,3.5,2.5,"Okay, I'm trying to work this backwards",2
1578,373.8803,378.52,Ses01M_script02_2_F033,sad,2,3.5,2,You don't understand anything I'm saying.,3
1579,382.45,394.05,Ses01M_script02_2_F034,sad,2,2,2,and figure out where we took a turn to the worst thing.,3
1580,397.6774,403.38,Ses01M_script02_2_F035,sad,2,2.5,1.5,Of course not.,3
1581,403.7875,412.08,Ses01M_script02_2_F036,sad,2,2.5,2,"I did want to see it I still do, I always do.  I keep thinking that this time will be the time but it just never is.",3
1582,417.355,419.355,Ses01M_script02_2_F037,sad,2,1.5,1.5,"Okay.  I'm trying to work this backwards here and I'm trying to figure out the exact moment that you took a turn for the worst here, now.",3
1585,443.101,453.72,Ses01M_script02_2_F040,sad,2.5,2.5,2,So I'm putting the animals out we're getting the car to the garage and--,3
1589,498.9575,503.29,Ses01M_script02_2_F044,hap,4,2.5,2.5,"And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be.",4
1590,513.809,521.44,Ses01M_script02_2_F045,hap,4,2,2,"Wait a minute, I've got it.",4
1591,523.71,526.5919,Ses01M_script02_2_F046,sad,3.5,2,2,"Dancing on the beach barefoot, drinking champagne from the bottle.",3
1592,535.9982,539.3749,Ses01M_script02_2_F047,neu,4,2.5,2.5,"It was when we were driving passed that knickerbocker liquor locker and you would said, no you said ""let's get some champagne"" and I said ""no time to wasting"" or something like that.  That's what it is, right?",0
1594,6.89,15.1948,Ses01M_script02_2_M001,exc,4,4,2.5,I'd rather not remember some things.  I'd rather not hope for some things.,5
1595,15.9987,21.26,Ses01M_script02_2_M002,exc,4,3.5,2.5,"Oh right sure, of course.",5
1596,23.48,27.71,Ses01M_script02_2_M003,exc,4.5,3,2,Do you want to dance?,5
1599,48.961,52.06,Ses01M_script02_2_M006,fru,2.5,3,2.5,No.,1
1601,79.84,84.93,Ses01M_script02_2_M008,neu,2.5,2.5,1.5,No.,0
1603,97.97,104.61,Ses01M_script02_2_M010,fru,2,3.5,3,You want to get married again?,1
1605,108.3575,109.8025,Ses01M_script02_2_M012,fru,2,3.5,3,No.,1
1606,114.1,116.52,Ses01M_script02_2_M013,neu,2.5,2,2,A vacation?,0
1607,118.7775,123.125,Ses01M_script02_2_M014,fru,2.5,3,3,No.,1
1608,137.4365,140.3043,Ses01M_script02_2_M015,fru,2.5,1,2,"A new carpet, a poodle, a suicide pact, ice cream, a back rub, what?  What?  What the hell do you want?",1
1609,140.3043,143.4071,Ses01M_script02_2_M016,fru,2.5,2.5,2,I want something to turn out the way that it's supposed to.,1
1610,144.5525,147.0975,Ses01M_script02_2_M017,fru,2,2.5,2.5,"Well, welcome to the human race.",1
1611,158.02,166.1675,Ses01M_script02_2_M018,fru,2.5,2,2.5,You think nothing turns out how it's supposed to.  You think I had some grand idea going that four years down the line.  We would come to this beach and argue over fish?  No.,1
1612,166.36,174.7925,Ses01M_script02_2_M019,neu,3,2.5,2.5,"You think there would be times when you'd look at me like I was used Kleenex and then I'd look at you and think ""Holy hell when is the next flight to Alaska.""",0
1613,174.885,184.7175,Ses01M_script02_2_M020,neu,2.5,2.5,2.5,"No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",0
1614,184.83,189.5425,Ses01M_script02_2_M021,neu,2.5,2.5,2.5,No.  You know what you get?  You know what you get?  You get this.,0
1615,232.3838,235.85,Ses01M_script02_2_M022,neu,3.5,3,2.5,This what?  What is this?  This isn't even anything.,0
1616,241.59,255.455,Ses01M_script02_2_M023,neu,3,2,2.5,"Yeah, it is.",0
1618,265.38,269.6874,Ses01M_script02_2_M025,neu,3,2,1.5,Right.,0
1620,274.91,277.72,Ses01M_script02_2_M027,neu,3,2.5,2,I know me neither.,0
1621,279.5359,282.4301,Ses01M_script02_2_M028,neu,3,2,1.5,This is just this.  I mean it includes a lot and everything but it's--do you understand what I'm saying?,0
1622,283.5959,288.0578,Ses01M_script02_2_M029,neu,2.5,2,2,I'm doing the best I can.,0
1623,289.3844,293.8865,Ses01M_script02_2_M030,neu,2.5,2,1.5,"I know that Augie, I really do.",0
1624,294.0375,299.4,Ses01M_script02_2_M031,fru,2,2.5,2,"I just can't help wishing that I was somebody, somewhere else.",1
1625,299.95,301.69,Ses01M_script02_2_M032,fru,2.5,3,2,Maybe if you were with somebody else too?,1
1626,301.98,308.74,Ses01M_script02_2_M033,ang,1.5,4,3.5,I didn't say that.,2
1627,310.3372,312.7253,Ses01M_script02_2_M034,fru,2,4.5,3.5,"No, I know but--I know I don't make you happy.",1
1628,312.7253,327.0096,Ses01M_script02_2_M035,ang,1.5,4,3.5,Are you kidding me?  For heaven sake Augie anything I'm doing I'd rather be doing it with you.,2
1630,337.3025,352.1575,Ses01M_script02_2_M037,sad,1.5,3.5,2.5,"Yes, don't be ridiculous.  Don't you know that?",3
1631,352.7475,359.8914,Ses01M_script02_2_M038,sad,1.5,3,3,"You are the one who probably wishes he was with somebody else, someone who didn't take everything so seriously, someone who would enjoy yourself.",3
1632,364.565,365.95,Ses01M_script02_2_M039,neu,2,2,2,"Actually, you know what?  Now you mentioned that--no I don't.",0
1633,372.415,374.07,Ses01M_script02_2_M040,neu,2,1.5,1,So maybe we're in the wrong spot.  But we're with the right person.,0
1634,378.503,381.51,Ses01M_script02_2_M041,sad,2.5,2,2,"I don't know, just seemed like such a good spot to me.",3
1635,394.55,397.9186,Ses01M_script02_2_M042,sad,2,1.5,2.5,We do have really good view of the moon from here though.,3
1636,413.9173,418.25,Ses01M_script02_2_M043,sad,1.5,1.5,2,Oh I saw that.  Pretty isn't it. Big ol' white moon.,3
1637,419.26,425.97,Ses01M_script02_2_M044,sad,1.5,1.5,1.5,Look what we got here.,3
1638,435.7448,437.625,Ses01M_script02_2_M045,sad,1.5,1.5,1.5,"Augie, you brought refreshments.",3
1642,490.98,494.4875,Ses01M_script02_2_M049,hap,4,2.5,2.5,I'm beginning to think you might be right.  I think this might be the spot after all.,4
1643,497.8775,500.04,Ses01M_script02_2_M050,neu,3,2.5,1.5,"Augie, I'm sorry.",0
1644,509.1461,513.84,Ses01M_script02_2_M051,neu,4.5,4.5,1,Shh...,0
1645,525.275,528.0391,Ses01M_script02_2_M052,hap,5,4,1.5,"If we are really quiet, the fish might come.",4
1646,528.9636,535.2345,Ses01M_script02_2_M053,hap,5,4.5,1.5,Or not.,4
1647,539.5758,542.2691,Ses01M_script02_2_M054,neu,5,5,1.5,Or not.,0
1651,23.77,26.608,Ses01M_script03_1_F003,hap,4,2.5,3,Freda is the only one who knows we are here. She wouldn't ring up.,4
1652,28.17,30.79,Ses01M_script03_1_F004,hap,4.5,3,3,Must be them then.,4
1655,52.01,53.2,Ses01M_script03_1_F007,exc,4,2.5,2,Now and always sweet.,5
1656,54.42,56.95,Ses01M_script03_1_F008,hap,4,2.5,3,I don't care then.,4
1657,57.1675,61.05,Ses01M_script03_1_F009,hap,4,2.5,2.5,It had to happen sooner or later.,4
1658,61.14,62.5,Ses01M_script03_1_F010,hap,4.5,2,2,Yes... Hello?  Hello?  I'm sorry what's that?,4
1659,63.47,64.7675,Ses01M_script03_1_F011,hap,4,2,2,"No, it's a wrong number.",4
1662,80.03,82.8964,Ses01M_script03_1_F014,hap,4,2.5,2.5,Oh...,4
1665,104.83,108.76,Ses01M_script03_1_F017,hap,4,3,2.5,What shall we do if they suddenly walk in on us?,4
1666,111.5526,117.7531,Ses01M_script03_1_F018,hap,4,3,2.5,Oh. Behave exquisitely...,4
1667,119.15,122.5384,Ses01M_script03_1_F019,hap,4.5,2.5,2,With perfect poise...,4
1669,133.95,137.04,Ses01M_script03_1_F021,hap,3,3.5,3,Ah...,4
1672,152.6656,155.35,Ses01M_script03_1_F024,hap,4,3.5,3,Mmm...,4
1678,222.9,226.05,Ses01M_script03_1_F030,hap,4,2.5,2,"Oh, yes meaning just that.",4
1679,229.53,235.78,Ses01M_script03_1_F031,exc,5,4.5,3,"Oh, dear god what is that all mean, dear god?",5
1682,251.41,254.5525,Ses01M_script03_1_F034,hap,4,3,2.5,Oh whose they?,4
1684,263.07,267.82,Ses01M_script03_1_F036,hap,4.5,4,3,Flippancy brings out the acid in their darn sweetness and light.,4
1685,267.84,272.53,Ses01M_script03_1_F037,hap,5,4.5,3,"Mmhmm If I must laugh at everything, I must laugh at us too.",4
1686,276.24,279.01,Ses01M_script03_1_F038,hap,4,3.5,2.5,Oh yes.  .,4
1687,280.94,283.8275,Ses01M_script03_1_F039,hap,4,4,2,"How long will it last, this ludicrous, overbearing love of ours?",4
1688,285.09,287.84,Ses01M_script03_1_F040,hap,4,2,2.5,We are figures of fun all right,4
1689,295.4999,300.3411,Ses01M_script03_1_F041,exc,3.5,3,2,Ahh...who knows.,5
1694,26.23,28.68,Ses01M_script03_1_M004,hap,4,3.5,2.5,If one of us dies...,4
1700,56.36,58.92,Ses01M_script03_1_M010,hap,4,3,2.5,"Ah so is everyone in the long run, huh?",4
1701,60.07,61.4025,Ses01M_script03_1_M011,hap,4.5,2.5,2,Hmm.,4
1702,61.94,63.7624,Ses01M_script03_1_M012,hap,4,3,2.5,"Let's pity the poor philosophers, huh?  Let's enjoy the party for as long as we can, okay?  Let's blow trumpets and squeakers and sit like small idiotic school children. [LAUGHTER]",4
1703,64.32,69.97,Ses01M_script03_1_M013,hap,4,3,3,Ah.,4
1704,72.27,74.58,Ses01M_script03_1_M014,sad,2.5,2,2,"Come here darling, kiss me",3
1706,82.3473,88.4,Ses01M_script03_1_M016,hap,4.5,3.5,2.5,before your body rots and worms pop out of your eye sockets.,4
1707,90.09,93.77,Ses01M_script03_1_M017,hap,4,2.5,2.5,"See, you know I don't care what you do.  You could paint yourself green and run naked to the Place Vendome.",4
1709,99.915,106.2707,Ses01M_script03_1_M019,hap,4,3,3.5,You could run off with all the men in a world. I won't say a word.  Just as long as you love me best.,4
1711,109.44,112.17,Ses01M_script03_1_M021,hap,4,3,2.5,Do you remember that row we did have in Venice?,4
1712,117.22,119.81,Ses01M_script03_1_M022,hap,4.5,2,1.5,Which particular one?,4
1718,158.45,172.7567,Ses01M_script03_1_M028,exc,4,3,3,It went on intermittently for days.,5
1719,174.5256,177.9,Ses01M_script03_1_M029,exc,4,3,3,But you know it wasn't as bad as the one we had in Cannes...mmhmm...where your curling irons burnt a hole in my dressing gown.,5
1720,177.99,181.61,Ses01M_script03_1_M030,hap,4,3.5,2.5,Cannes...mmhmm...,4
1721,189.3,198.21,Ses01M_script03_1_M031,hap,3.5,2.5,2.5,Oh it burnt my comb too and all those towels in the bathroom.,4
1723,220.43,223.73,Ses01M_script03_1_M033,hap,4,2.5,1.5,The manager came in he found us rolling about the floor.  [LAUGHTER],4
1727,247.86,257.25,Ses01M_script03_1_M037,exc,4,3.5,2.5,"Utterly, utterly ridiculous.",5
1729,271.55,275.88,Ses01M_script03_1_M039,hap,5,4.5,2.5,We were very much younger then.,4
1730,280.09,282.94,Ses01M_script03_1_M040,hap,5,2.5,2,Very much sillier.,4
1731,283.31,285.75,Ses01M_script03_1_M041,hap,4,2,2.5,"However, I do believe the real cause of that row was Peter Burden.",4
1739,53.59,55.883,Ses01M_script03_2_F006,neu,2.5,2,3,Oh you knew there was nothing in that.,0
1743,83.71,86.14,Ses01M_script03_2_F010,neu,3,2.5,3.5,Not at all. It was very pretty. I still wear it often.,0
1744,88.63,92.38,Ses01M_script03_2_F011,ang,2,2.5,3.5,You sent out of your way to torture me over Peter Burden.,2
1748,127.08,129.84,Ses01M_script03_2_F015,ang,1.5,3.5,4.5,What of it?,2
1750,145.58,151.59,Ses01M_script03_2_F017,ang,3,3.5,4,And what about me?,2
1755,191.37,193.1525,Ses01M_script03_2_F022,ang,1.5,3,4,"No, thank you.",2
1756,193.1875,200.3318,Ses01M_script03_2_F023,ang,1.5,4.5,5,"I'll have a little, I think.",2
1757,202.97,206.04,Ses01M_script03_2_F024,ang,2,4,4,I don't see why you want any you already had two glasses.,2
1758,207.47,209.67,Ses01M_script03_2_F025,ang,1.5,3,4,"Oh, you know no particular reason besides they are very small glasses.",2
1759,215.02,218.77,Ses01M_script03_2_F026,ang,1.5,3.5,4.5,I just think it's silly you know to go on and on and on about such a thing.,2
1760,220.25,222.7,Ses01M_script03_2_F027,ang,1.5,2.5,4.5,You can hardly call three glasses of liquor in a whole evening going on and on and on.,2
1761,230.58,236.68,Ses01M_script03_2_F028,ang,4,4,4.5,"I just, I just think it's becoming a habit with you.",2
1762,243.27,245.2725,Ses01M_script03_2_F029,ang,2,3.5,4.5,"Hmm.  Well, you needn't be so grand just because you don't happen to want any at the moment, okay?",2
1763,248.08,251.59,Ses01M_script03_2_F030,ang,1.5,3.5,4.5,Do be quiet.,2
1764,258.3,259.52,Ses01M_script03_2_F031,ang,2.5,2.5,3.5,"Really, Amanda.",2
1766,266.24,268.77,Ses01M_script03_2_F033,ang,3,4,4,Nothing.,2
1767,272.51,275.34,Ses01M_script03_2_F034,ang,2,3.5,3.5,Are you going out somewhere dear?,2
1768,277.35,282.36,Ses01M_script03_2_F035,ang,2.5,4,4.5,"No, darling I'm just making myself fascinating for you.",2
1769,284.39,286.05,Ses01M_script03_2_F036,ang,2.5,3,4,That reply has broken my heart.,2
1770,290.75,293.34,Ses01M_script03_2_F037,ang,2,4,4,Well it's a woman's duty to allure the man. Watch me a minute will you?,2
1771,293.36,298.53,Ses01M_script03_2_F038,ang,1.5,4.5,4.5,As matter the fact that's perfectly true.,2
1772,299.63,309.01,Ses01M_script03_2_F039,ang,1,4.5,5,"Oh no, it isn't.",2
1773,311.8125,316.71,Ses01M_script03_2_F040,ang,1,3.5,4.5,"Yes, it is.",2
1774,318.4,337.32,Ses01M_script03_2_F041,ang,1,5,5,"Don't be stupid, shut up.",2
1787,85.71,89.075,Ses01M_script03_2_M012,neu,3,3,3.5,"You're quite insufferable, I expect it's because you're drunk.",0
